image,suspected_duplicate,duplicate_type,similarity_score,recommended_action
Healthy\Image_resize_764.jpg,Healthy\Image_SetA105.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_764.jpg,Healthy\Image_SetA106.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_764.jpg,Healthy\Image_SetA191.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_764.jpg,Healthy\Image_SetA192.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_764.jpg,Healthy\Image_SetB105.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_764.jpg,Healthy\Image_SetB106.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_764.jpg,Healthy\Image_SetB191.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_764.jpg,Healthy\Image_SetB192.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_766.jpg,Healthy\Image_resize_767.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_766.jpg,Healthy\Image_resize_768.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_766.jpg,Healthy\Image_SetA191.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_766.jpg,Healthy\Image_SetA192.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_766.jpg,Healthy\Image_SetB191.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_766.jpg,Healthy\Image_SetB192.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_767.jpg,Healthy\Image_resize_768.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_767.jpg,Healthy\Image_SetA191.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_767.jpg,Healthy\Image_SetA192.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_767.jpg,Healthy\Image_SetB191.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_767.jpg,Healthy\Image_SetB192.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetA105.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetA106.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetA191.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetA192.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetB105.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetB106.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetB191.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_768.jpg,Healthy\Image_SetB192.jpg,rotated_duplicate_270,2,remove (keep anchor)
Healthy\Image_resize_770.jpg,Healthy\Image_resize_772.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_770.jpg,Healthy\Image_resize_776.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_770.jpg,Healthy\Image_SetA193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_770.jpg,Healthy\Image_SetA194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_770.jpg,Healthy\Image_SetB193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_770.jpg,Healthy\Image_SetB194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_resize_772.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_resize_774.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_resize_775.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_resize_776.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_SetA193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_SetA194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_SetB193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_771.jpg,Healthy\Image_SetB194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_772.jpg,Healthy\Image_resize_774.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_772.jpg,Healthy\Image_resize_775.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_772.jpg,Healthy\Image_SetA193.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_772.jpg,Healthy\Image_SetA194.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_772.jpg,Healthy\Image_SetB193.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_772.jpg,Healthy\Image_SetB194.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_774.jpg,Healthy\Image_resize_775.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_774.jpg,Healthy\Image_resize_776.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_774.jpg,Healthy\Image_SetA193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_774.jpg,Healthy\Image_SetA194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_774.jpg,Healthy\Image_SetB193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_774.jpg,Healthy\Image_SetB194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_775.jpg,Healthy\Image_resize_776.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_775.jpg,Healthy\Image_SetA193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_775.jpg,Healthy\Image_SetA194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_775.jpg,Healthy\Image_SetB193.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_775.jpg,Healthy\Image_SetB194.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_776.jpg,Healthy\Image_SetA193.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_776.jpg,Healthy\Image_SetA194.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_776.jpg,Healthy\Image_SetB193.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_776.jpg,Healthy\Image_SetB194.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_778.jpg,Healthy\Image_resize_780.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_778.jpg,Healthy\Image_resize_784.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_778.jpg,Healthy\Image_SetA195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_778.jpg,Healthy\Image_SetA196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_778.jpg,Healthy\Image_SetB195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_778.jpg,Healthy\Image_SetB196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_resize_780.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_resize_782.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_resize_783.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_resize_784.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_SetA195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_SetA196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_SetB195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_779.jpg,Healthy\Image_SetB196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_780.jpg,Healthy\Image_resize_782.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_780.jpg,Healthy\Image_resize_783.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_780.jpg,Healthy\Image_SetA195.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_780.jpg,Healthy\Image_SetA196.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_780.jpg,Healthy\Image_SetB195.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_780.jpg,Healthy\Image_SetB196.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_782.jpg,Healthy\Image_resize_783.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_782.jpg,Healthy\Image_resize_784.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_782.jpg,Healthy\Image_SetA195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_782.jpg,Healthy\Image_SetA196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_782.jpg,Healthy\Image_SetB195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_782.jpg,Healthy\Image_SetB196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_783.jpg,Healthy\Image_resize_784.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_783.jpg,Healthy\Image_SetA195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_783.jpg,Healthy\Image_SetA196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_783.jpg,Healthy\Image_SetB195.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_783.jpg,Healthy\Image_SetB196.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_784.jpg,Healthy\Image_SetA195.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_784.jpg,Healthy\Image_SetA196.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_784.jpg,Healthy\Image_SetB195.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_784.jpg,Healthy\Image_SetB196.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_786.jpg,Healthy\Image_resize_788.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_786.jpg,Healthy\Image_resize_792.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_786.jpg,Healthy\Image_SetA197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_786.jpg,Healthy\Image_SetA198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_786.jpg,Healthy\Image_SetB197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_786.jpg,Healthy\Image_SetB198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_resize_788.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_resize_790.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_resize_791.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_resize_792.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_SetA197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_SetA198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_SetB197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_787.jpg,Healthy\Image_SetB198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_788.jpg,Healthy\Image_resize_790.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_788.jpg,Healthy\Image_resize_791.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_788.jpg,Healthy\Image_SetA197.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_788.jpg,Healthy\Image_SetA198.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_788.jpg,Healthy\Image_SetB197.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_788.jpg,Healthy\Image_SetB198.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_790.jpg,Healthy\Image_resize_791.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_790.jpg,Healthy\Image_resize_792.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_790.jpg,Healthy\Image_SetA197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_790.jpg,Healthy\Image_SetA198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_790.jpg,Healthy\Image_SetB197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_790.jpg,Healthy\Image_SetB198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_791.jpg,Healthy\Image_resize_792.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_791.jpg,Healthy\Image_SetA197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_791.jpg,Healthy\Image_SetA198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_791.jpg,Healthy\Image_SetB197.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_791.jpg,Healthy\Image_SetB198.jpg,rotated_duplicate_90,0,remove (keep anchor)
Healthy\Image_resize_792.jpg,Healthy\Image_SetA197.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_792.jpg,Healthy\Image_SetA198.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_792.jpg,Healthy\Image_SetB197.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_792.jpg,Healthy\Image_SetB198.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_794.jpg,Healthy\Image_resize_796.jpg,rotated_duplicate_180,2,remove (keep anchor)
Healthy\Image_resize_794.jpg,Healthy\Image_resize_800.jpg,rotated_duplicate_180,2,remove (keep anchor)
Healthy\Image_resize_794.jpg,Healthy\Image_SetA199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_794.jpg,Healthy\Image_SetA200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_794.jpg,Healthy\Image_SetB199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_794.jpg,Healthy\Image_SetB200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_resize_796.jpg,rotated_duplicate_180,2,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_resize_798.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_resize_799.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_resize_800.jpg,rotated_duplicate_180,2,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_SetA199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_SetA200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_SetB199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_795.jpg,Healthy\Image_SetB200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_796.jpg,Healthy\Image_resize_798.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_796.jpg,Healthy\Image_resize_799.jpg,rotated_duplicate_180,0,remove (keep anchor)
Healthy\Image_resize_796.jpg,Healthy\Image_SetA199.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_796.jpg,Healthy\Image_SetA200.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_796.jpg,Healthy\Image_SetB199.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_796.jpg,Healthy\Image_SetB200.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_798.jpg,Healthy\Image_resize_799.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_resize_798.jpg,Healthy\Image_resize_800.jpg,rotated_duplicate_180,2,remove (keep anchor)
Healthy\Image_resize_798.jpg,Healthy\Image_SetA199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_798.jpg,Healthy\Image_SetA200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_798.jpg,Healthy\Image_SetB199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_798.jpg,Healthy\Image_SetB200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_799.jpg,Healthy\Image_resize_800.jpg,rotated_duplicate_180,2,remove (keep anchor)
Healthy\Image_resize_799.jpg,Healthy\Image_SetA199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_799.jpg,Healthy\Image_SetA200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_799.jpg,Healthy\Image_SetB199.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_799.jpg,Healthy\Image_SetB200.jpg,rotated_duplicate_90,2,remove (keep anchor)
Healthy\Image_resize_800.jpg,Healthy\Image_SetA199.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_800.jpg,Healthy\Image_SetA200.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_800.jpg,Healthy\Image_SetB199.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_resize_800.jpg,Healthy\Image_SetB200.jpg,rotated_duplicate_270,0,remove (keep anchor)
Healthy\Image_SetA001.jpg,Healthy\Image_SetA002.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA001.jpg,Healthy\Image_SetB001.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA001.jpg,Healthy\Image_SetB002.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA002.jpg,Healthy\Image_SetB001.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA002.jpg,Healthy\Image_SetB002.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA003.jpg,Healthy\Image_SetA004.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA003.jpg,Healthy\Image_SetB003.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA003.jpg,Healthy\Image_SetB004.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA004.jpg,Healthy\Image_SetB003.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA004.jpg,Healthy\Image_SetB004.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA005.jpg,Healthy\Image_SetA006.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA005.jpg,Healthy\Image_SetB005.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA005.jpg,Healthy\Image_SetB006.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA006.jpg,Healthy\Image_SetB005.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA006.jpg,Healthy\Image_SetB006.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA007.jpg,Healthy\Image_SetA008.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA007.jpg,Healthy\Image_SetB007.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA007.jpg,Healthy\Image_SetB008.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA008.jpg,Healthy\Image_SetB007.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA008.jpg,Healthy\Image_SetB008.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA009.jpg,Healthy\Image_SetA010.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA009.jpg,Healthy\Image_SetB009.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA009.jpg,Healthy\Image_SetB010.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA010.jpg,Healthy\Image_SetB009.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA010.jpg,Healthy\Image_SetB010.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA011.jpg,Healthy\Image_SetA012.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA011.jpg,Healthy\Image_SetB011.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA011.jpg,Healthy\Image_SetB012.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA012.jpg,Healthy\Image_SetB011.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA012.jpg,Healthy\Image_SetB012.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA013.jpg,Healthy\Image_SetA014.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA013.jpg,Healthy\Image_SetB013.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA013.jpg,Healthy\Image_SetB014.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA014.jpg,Healthy\Image_SetB013.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA014.jpg,Healthy\Image_SetB014.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA015.jpg,Healthy\Image_SetA016.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA015.jpg,Healthy\Image_SetB015.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA015.jpg,Healthy\Image_SetB016.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA016.jpg,Healthy\Image_SetB015.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA016.jpg,Healthy\Image_SetB016.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA017.jpg,Healthy\Image_SetA018.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA017.jpg,Healthy\Image_SetB017.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA017.jpg,Healthy\Image_SetB018.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA018.jpg,Healthy\Image_SetB017.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA018.jpg,Healthy\Image_SetB018.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetA020.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetA029.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetA030.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetA207.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetA208.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetB019.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetB020.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetB029.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetB030.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetB207.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA019.jpg,Healthy\Image_SetB208.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetA029.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetA030.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetA207.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetA208.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetB019.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetB020.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetB029.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetB030.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetB207.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA020.jpg,Healthy\Image_SetB208.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA021.jpg,Healthy\Image_SetA022.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA021.jpg,Healthy\Image_SetB021.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA021.jpg,Healthy\Image_SetB022.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA022.jpg,Healthy\Image_SetB021.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA022.jpg,Healthy\Image_SetB022.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA023.jpg,Healthy\Image_SetA024.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA023.jpg,Healthy\Image_SetA865.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA023.jpg,Healthy\Image_SetA866.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA023.jpg,Healthy\Image_SetB023.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA023.jpg,Healthy\Image_SetB024.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA023.jpg,Healthy\Image_SetB865.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA023.jpg,Healthy\Image_SetB866.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA024.jpg,Healthy\Image_SetA865.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA024.jpg,Healthy\Image_SetA866.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA024.jpg,Healthy\Image_SetB023.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA024.jpg,Healthy\Image_SetB024.jpg,near_duplicate,0,remove (keep anchor)
Healthy\Image_SetA024.jpg,Healthy\Image_SetB865.jpg,near_duplicate,2,remove (keep anchor)
Healthy\Image_SetA024.jpg,Healthy\Image_SetB866.jpg,near_duplicate,2,remove (keep anchor)
