image,suspected_duplicate,duplicate_type,similarity_score,recommended_action
Healthy\Image_611.jpg,Healthy\Image_SetB611.jpg,exact,0,remove (keep anchor)
Healthy\Image_611.jpg,Healthy\Image_SetB612.jpg,exact,0,remove (keep anchor)
Healthy\Image_613.jpg,Healthy\Image_614.jpg,exact,0,remove (keep anchor)
Healthy\Image_613.jpg,Healthy\Image_resize_671  (945).jpg,exact,0,remove (keep anchor)
Healthy\Image_613.jpg,Healthy\Image_resize_671  (946).jpg,exact,0,remove (keep anchor)
Healthy\Image_613.jpg,Healthy\Image_SetA613.jpg,exact,0,remove (keep anchor)
Healthy\Image_613.jpg,Healthy\Image_SetA614.jpg,exact,0,remove (keep anchor)
Healthy\Image_613.jpg,Healthy\Image_SetB613.jpg,exact,0,remove (keep anchor)
Healthy\Image_613.jpg,Healthy\Image_SetB614.jpg,exact,0,remove (keep anchor)
Healthy\Image_615.jpg,Healthy\Image_616.jpg,exact,0,remove (keep anchor)
Healthy\Image_615.jpg,Healthy\Image_resize_671  (947).jpg,exact,0,remove (keep anchor)
Healthy\Image_615.jpg,Healthy\Image_resize_671  (948).jpg,exact,0,remove (keep anchor)
Healthy\Image_615.jpg,Healthy\Image_SetA615.jpg,exact,0,remove (keep anchor)
Healthy\Image_615.jpg,Healthy\Image_SetA616.jpg,exact,0,remove (keep anchor)
Healthy\Image_615.jpg,Healthy\Image_SetB615.jpg,exact,0,remove (keep anchor)
Healthy\Image_615.jpg,Healthy\Image_SetB616.jpg,exact,0,remove (keep anchor)
Healthy\Image_617.jpg,Healthy\Image_618.jpg,exact,0,remove (keep anchor)
Healthy\Image_617.jpg,Healthy\Image_resize_671  (949).jpg,exact,0,remove (keep anchor)
Healthy\Image_617.jpg,Healthy\Image_resize_671  (950).jpg,exact,0,remove (keep anchor)
Healthy\Image_617.jpg,Healthy\Image_SetA617.jpg,exact,0,remove (keep anchor)
Healthy\Image_617.jpg,Healthy\Image_SetA618.jpg,exact,0,remove (keep anchor)
Healthy\Image_617.jpg,Healthy\Image_SetB617.jpg,exact,0,remove (keep anchor)
Healthy\Image_617.jpg,Healthy\Image_SetB618.jpg,exact,0,remove (keep anchor)
Healthy\Image_619.jpg,Healthy\Image_620.jpg,exact,0,remove (keep anchor)
Healthy\Image_619.jpg,Healthy\Image_resize_671  (951).jpg,exact,0,remove (keep anchor)
Healthy\Image_619.jpg,Healthy\Image_resize_671  (952).jpg,exact,0,remove (keep anchor)
Healthy\Image_619.jpg,Healthy\Image_SetA619.jpg,exact,0,remove (keep anchor)
Healthy\Image_619.jpg,Healthy\Image_SetA620.jpg,exact,0,remove (keep anchor)
Healthy\Image_619.jpg,Healthy\Image_SetB619.jpg,exact,0,remove (keep anchor)
Healthy\Image_619.jpg,Healthy\Image_SetB620.jpg,exact,0,remove (keep anchor)
Healthy\Image_621.jpg,Healthy\Image_622.jpg,exact,0,remove (keep anchor)
Healthy\Image_621.jpg,Healthy\Image_resize_671  (929).jpg,exact,0,remove (keep anchor)
Healthy\Image_621.jpg,Healthy\Image_resize_671  (930).jpg,exact,0,remove (keep anchor)
Healthy\Image_621.jpg,Healthy\Image_SetA621.jpg,exact,0,remove (keep anchor)
Healthy\Image_621.jpg,Healthy\Image_SetA622.jpg,exact,0,remove (keep anchor)
Healthy\Image_621.jpg,Healthy\Image_SetB621.jpg,exact,0,remove (keep anchor)
Healthy\Image_621.jpg,Healthy\Image_SetB622.jpg,exact,0,remove (keep anchor)
Healthy\Image_623.jpg,Healthy\Image_624.jpg,exact,0,remove (keep anchor)
Healthy\Image_623.jpg,Healthy\Image_resize_671  (931).jpg,exact,0,remove (keep anchor)
Healthy\Image_623.jpg,Healthy\Image_resize_671  (932).jpg,exact,0,remove (keep anchor)
Healthy\Image_623.jpg,Healthy\Image_SetA623.jpg,exact,0,remove (keep anchor)
Healthy\Image_623.jpg,Healthy\Image_SetA624.jpg,exact,0,remove (keep anchor)
Healthy\Image_623.jpg,Healthy\Image_SetB623.jpg,exact,0,remove (keep anchor)
Healthy\Image_623.jpg,Healthy\Image_SetB624.jpg,exact,0,remove (keep anchor)
Healthy\Image_625.jpg,Healthy\Image_626.jpg,exact,0,remove (keep anchor)
Healthy\Image_625.jpg,Healthy\Image_resize_671  (933).jpg,exact,0,remove (keep anchor)
Healthy\Image_625.jpg,Healthy\Image_resize_671  (934).jpg,exact,0,remove (keep anchor)
Healthy\Image_625.jpg,Healthy\Image_SetA625.jpg,exact,0,remove (keep anchor)
Healthy\Image_625.jpg,Healthy\Image_SetA626.jpg,exact,0,remove (keep anchor)
Healthy\Image_625.jpg,Healthy\Image_SetB625.jpg,exact,0,remove (keep anchor)
Healthy\Image_625.jpg,Healthy\Image_SetB626.jpg,exact,0,remove (keep anchor)
Healthy\Image_627.jpg,Healthy\Image_628.jpg,exact,0,remove (keep anchor)
Healthy\Image_627.jpg,Healthy\Image_resize_671  (935).jpg,exact,0,remove (keep anchor)
Healthy\Image_627.jpg,Healthy\Image_resize_671  (936).jpg,exact,0,remove (keep anchor)
Healthy\Image_627.jpg,Healthy\Image_SetA627.jpg,exact,0,remove (keep anchor)
Healthy\Image_627.jpg,Healthy\Image_SetA628.jpg,exact,0,remove (keep anchor)
Healthy\Image_627.jpg,Healthy\Image_SetB627.jpg,exact,0,remove (keep anchor)
Healthy\Image_627.jpg,Healthy\Image_SetB628.jpg,exact,0,remove (keep anchor)
Healthy\Image_629.jpg,Healthy\Image_630.jpg,exact,0,remove (keep anchor)
Healthy\Image_629.jpg,Healthy\Image_resize_671  (937).jpg,exact,0,remove (keep anchor)
Healthy\Image_629.jpg,Healthy\Image_resize_671  (938).jpg,exact,0,remove (keep anchor)
Healthy\Image_629.jpg,Healthy\Image_SetA629.jpg,exact,0,remove (keep anchor)
Healthy\Image_629.jpg,Healthy\Image_SetA630.jpg,exact,0,remove (keep anchor)
Healthy\Image_629.jpg,Healthy\Image_SetB629.jpg,exact,0,remove (keep anchor)
Healthy\Image_629.jpg,Healthy\Image_SetB630.jpg,exact,0,remove (keep anchor)
Healthy\Image_631.jpg,Healthy\Image_632.jpg,exact,0,remove (keep anchor)
Healthy\Image_631.jpg,Healthy\Image_resize_671  (939).jpg,exact,0,remove (keep anchor)
Healthy\Image_631.jpg,Healthy\Image_resize_671  (940).jpg,exact,0,remove (keep anchor)
Healthy\Image_631.jpg,Healthy\Image_SetA631.jpg,exact,0,remove (keep anchor)
Healthy\Image_631.jpg,Healthy\Image_SetA632.jpg,exact,0,remove (keep anchor)
Healthy\Image_631.jpg,Healthy\Image_SetB631.jpg,exact,0,remove (keep anchor)
Healthy\Image_631.jpg,Healthy\Image_SetB632.jpg,exact,0,remove (keep anchor)
Healthy\Image_633.jpg,Healthy\Image_634.jpg,exact,0,remove (keep anchor)
Healthy\Image_633.jpg,Healthy\Image_resize_671  (918).jpg,exact,0,remove (keep anchor)
Healthy\Image_633.jpg,Healthy\Image_resize_671  (919).jpg,exact,0,remove (keep anchor)
Healthy\Image_633.jpg,Healthy\Image_SetA633.jpg,exact,0,remove (keep anchor)
Healthy\Image_633.jpg,Healthy\Image_SetA634.jpg,exact,0,remove (keep anchor)
Healthy\Image_633.jpg,Healthy\Image_SetB633.jpg,exact,0,remove (keep anchor)
Healthy\Image_633.jpg,Healthy\Image_SetB634.jpg,exact,0,remove (keep anchor)
Healthy\Image_635.jpg,Healthy\Image_636.jpg,exact,0,remove (keep anchor)
Healthy\Image_635.jpg,Healthy\Image_resize_671  (920).jpg,exact,0,remove (keep anchor)
Healthy\Image_635.jpg,Healthy\Image_resize_671  (921).jpg,exact,0,remove (keep anchor)
Healthy\Image_635.jpg,Healthy\Image_SetA635.jpg,exact,0,remove (keep anchor)
Healthy\Image_635.jpg,Healthy\Image_SetA636.jpg,exact,0,remove (keep anchor)
Healthy\Image_635.jpg,Healthy\Image_SetB635.jpg,exact,0,remove (keep anchor)
Healthy\Image_635.jpg,Healthy\Image_SetB636.jpg,exact,0,remove (keep anchor)
Healthy\Image_637.jpg,Healthy\Image_638.jpg,exact,0,remove (keep anchor)
Healthy\Image_637.jpg,Healthy\Image_resize_671  (922).jpg,exact,0,remove (keep anchor)
Healthy\Image_637.jpg,Healthy\Image_resize_671  (923).jpg,exact,0,remove (keep anchor)
Healthy\Image_637.jpg,Healthy\Image_SetA637.jpg,exact,0,remove (keep anchor)
Healthy\Image_637.jpg,Healthy\Image_SetA638.jpg,exact,0,remove (keep anchor)
Healthy\Image_637.jpg,Healthy\Image_SetB637.jpg,exact,0,remove (keep anchor)
Healthy\Image_637.jpg,Healthy\Image_SetB638.jpg,exact,0,remove (keep anchor)
Healthy\Image_639.jpg,Healthy\Image_640.jpg,exact,0,remove (keep anchor)
Healthy\Image_639.jpg,Healthy\Image_resize_671  (924).jpg,exact,0,remove (keep anchor)
Healthy\Image_639.jpg,Healthy\Image_resize_671  (925).jpg,exact,0,remove (keep anchor)
Healthy\Image_639.jpg,Healthy\Image_SetA639.jpg,exact,0,remove (keep anchor)
Healthy\Image_639.jpg,Healthy\Image_SetA640.jpg,exact,0,remove (keep anchor)
Healthy\Image_639.jpg,Healthy\Image_SetB639.jpg,exact,0,remove (keep anchor)
Healthy\Image_639.jpg,Healthy\Image_SetB640.jpg,exact,0,remove (keep anchor)
Healthy\Image_641.jpg,Healthy\Image_642.jpg,exact,0,remove (keep anchor)
Healthy\Image_641.jpg,Healthy\Image_resize_671  (926).jpg,exact,0,remove (keep anchor)
Healthy\Image_641.jpg,Healthy\Image_resize_671  (927).jpg,exact,0,remove (keep anchor)
Healthy\Image_641.jpg,Healthy\Image_SetA641.jpg,exact,0,remove (keep anchor)
Healthy\Image_641.jpg,Healthy\Image_SetA642.jpg,exact,0,remove (keep anchor)
Healthy\Image_641.jpg,Healthy\Image_SetB641.jpg,exact,0,remove (keep anchor)
Healthy\Image_641.jpg,Healthy\Image_SetB642.jpg,exact,0,remove (keep anchor)
Healthy\Image_643.jpg,Healthy\Image_644.jpg,exact,0,remove (keep anchor)
Healthy\Image_643.jpg,Healthy\Image_resize_671  (906).jpg,exact,0,remove (keep anchor)
Healthy\Image_643.jpg,Healthy\Image_resize_671  (928).jpg,exact,0,remove (keep anchor)
Healthy\Image_643.jpg,Healthy\Image_SetA643.jpg,exact,0,remove (keep anchor)
Healthy\Image_643.jpg,Healthy\Image_SetA644.jpg,exact,0,remove (keep anchor)
Healthy\Image_643.jpg,Healthy\Image_SetB643.jpg,exact,0,remove (keep anchor)
Healthy\Image_643.jpg,Healthy\Image_SetB644.jpg,exact,0,remove (keep anchor)
Healthy\Image_645.jpg,Healthy\Image_646.jpg,exact,0,remove (keep anchor)
Healthy\Image_645.jpg,Healthy\Image_resize_671  (907).jpg,exact,0,remove (keep anchor)
Healthy\Image_645.jpg,Healthy\Image_resize_671  (908).jpg,exact,0,remove (keep anchor)
Healthy\Image_645.jpg,Healthy\Image_SetA645.jpg,exact,0,remove (keep anchor)
Healthy\Image_645.jpg,Healthy\Image_SetA646.jpg,exact,0,remove (keep anchor)
Healthy\Image_645.jpg,Healthy\Image_SetB645.jpg,exact,0,remove (keep anchor)
Healthy\Image_645.jpg,Healthy\Image_SetB646.jpg,exact,0,remove (keep anchor)
Healthy\Image_647.jpg,Healthy\Image_648.jpg,exact,0,remove (keep anchor)
Healthy\Image_647.jpg,Healthy\Image_resize_671  (909).jpg,exact,0,remove (keep anchor)
Healthy\Image_647.jpg,Healthy\Image_resize_671  (910).jpg,exact,0,remove (keep anchor)
Healthy\Image_647.jpg,Healthy\Image_SetA647.jpg,exact,0,remove (keep anchor)
Healthy\Image_647.jpg,Healthy\Image_SetA648.jpg,exact,0,remove (keep anchor)
Healthy\Image_647.jpg,Healthy\Image_SetB647.jpg,exact,0,remove (keep anchor)
Healthy\Image_647.jpg,Healthy\Image_SetB648.jpg,exact,0,remove (keep anchor)
Healthy\Image_649.jpg,Healthy\Image_650.jpg,exact,0,remove (keep anchor)
Healthy\Image_649.jpg,Healthy\Image_resize_671  (911).jpg,exact,0,remove (keep anchor)
Healthy\Image_649.jpg,Healthy\Image_resize_671  (912).jpg,exact,0,remove (keep anchor)
Healthy\Image_649.jpg,Healthy\Image_SetA649.jpg,exact,0,remove (keep anchor)
Healthy\Image_649.jpg,Healthy\Image_SetA650.jpg,exact,0,remove (keep anchor)
Healthy\Image_649.jpg,Healthy\Image_SetB649.jpg,exact,0,remove (keep anchor)
Healthy\Image_649.jpg,Healthy\Image_SetB650.jpg,exact,0,remove (keep anchor)
Healthy\Image_651.jpg,Healthy\Image_652.jpg,exact,0,remove (keep anchor)
Healthy\Image_651.jpg,Healthy\Image_resize_671  (913).jpg,exact,0,remove (keep anchor)
Healthy\Image_651.jpg,Healthy\Image_resize_671  (914).jpg,exact,0,remove (keep anchor)
Healthy\Image_651.jpg,Healthy\Image_SetA651.jpg,exact,0,remove (keep anchor)
Healthy\Image_651.jpg,Healthy\Image_SetA652.jpg,exact,0,remove (keep anchor)
Healthy\Image_651.jpg,Healthy\Image_SetB651.jpg,exact,0,remove (keep anchor)
Healthy\Image_651.jpg,Healthy\Image_SetB652.jpg,exact,0,remove (keep anchor)
Healthy\Image_653.jpg,Healthy\Image_654.jpg,exact,0,remove (keep anchor)
Healthy\Image_653.jpg,Healthy\Image_resize_671  (915).jpg,exact,0,remove (keep anchor)
Healthy\Image_653.jpg,Healthy\Image_resize_671  (916).jpg,exact,0,remove (keep anchor)
Healthy\Image_653.jpg,Healthy\Image_SetA653.jpg,exact,0,remove (keep anchor)
Healthy\Image_653.jpg,Healthy\Image_SetA654.jpg,exact,0,remove (keep anchor)
Healthy\Image_653.jpg,Healthy\Image_SetB653.jpg,exact,0,remove (keep anchor)
Healthy\Image_653.jpg,Healthy\Image_SetB654.jpg,exact,0,remove (keep anchor)
Healthy\Image_655.jpg,Healthy\Image_656.jpg,exact,0,remove (keep anchor)
Healthy\Image_655.jpg,Healthy\Image_resize_671  (893).jpg,exact,0,remove (keep anchor)
Healthy\Image_655.jpg,Healthy\Image_resize_671  (917).jpg,exact,0,remove (keep anchor)
Healthy\Image_655.jpg,Healthy\Image_SetA655.jpg,exact,0,remove (keep anchor)
Healthy\Image_655.jpg,Healthy\Image_SetA656.jpg,exact,0,remove (keep anchor)
Healthy\Image_655.jpg,Healthy\Image_SetB655.jpg,exact,0,remove (keep anchor)
Healthy\Image_655.jpg,Healthy\Image_SetB656.jpg,exact,0,remove (keep anchor)
Healthy\Image_657.jpg,Healthy\Image_658.jpg,exact,0,remove (keep anchor)
Healthy\Image_657.jpg,Healthy\Image_resize_671  (894).jpg,exact,0,remove (keep anchor)
Healthy\Image_657.jpg,Healthy\Image_resize_671  (895).jpg,exact,0,remove (keep anchor)
Healthy\Image_657.jpg,Healthy\Image_SetA657.jpg,exact,0,remove (keep anchor)
Healthy\Image_657.jpg,Healthy\Image_SetA658.jpg,exact,0,remove (keep anchor)
Healthy\Image_657.jpg,Healthy\Image_SetB657.jpg,exact,0,remove (keep anchor)
Healthy\Image_657.jpg,Healthy\Image_SetB658.jpg,exact,0,remove (keep anchor)
Healthy\Image_659.jpg,Healthy\Image_660.jpg,exact,0,remove (keep anchor)
Healthy\Image_659.jpg,Healthy\Image_resize_671  (896).jpg,exact,0,remove (keep anchor)
Healthy\Image_659.jpg,Healthy\Image_resize_671  (897).jpg,exact,0,remove (keep anchor)
Healthy\Image_659.jpg,Healthy\Image_SetA659.jpg,exact,0,remove (keep anchor)
Healthy\Image_659.jpg,Healthy\Image_SetA660.jpg,exact,0,remove (keep anchor)
Healthy\Image_659.jpg,Healthy\Image_SetB659.jpg,exact,0,remove (keep anchor)
Healthy\Image_659.jpg,Healthy\Image_SetB660.jpg,exact,0,remove (keep anchor)
Healthy\Image_661.jpg,Healthy\Image_662.jpg,exact,0,remove (keep anchor)
Healthy\Image_661.jpg,Healthy\Image_resize_671  (898).jpg,exact,0,remove (keep anchor)
Healthy\Image_661.jpg,Healthy\Image_resize_671  (899).jpg,exact,0,remove (keep anchor)
Healthy\Image_661.jpg,Healthy\Image_SetA661.jpg,exact,0,remove (keep anchor)
Healthy\Image_661.jpg,Healthy\Image_SetA662.jpg,exact,0,remove (keep anchor)
Healthy\Image_661.jpg,Healthy\Image_SetB661.jpg,exact,0,remove (keep anchor)
Healthy\Image_661.jpg,Healthy\Image_SetB662.jpg,exact,0,remove (keep anchor)
Healthy\Image_663.jpg,Healthy\Image_664.jpg,exact,0,remove (keep anchor)
Healthy\Image_663.jpg,Healthy\Image_resize_671  (900).jpg,exact,0,remove (keep anchor)
Healthy\Image_663.jpg,Healthy\Image_resize_671  (901).jpg,exact,0,remove (keep anchor)
Healthy\Image_663.jpg,Healthy\Image_SetA663.jpg,exact,0,remove (keep anchor)
Healthy\Image_663.jpg,Healthy\Image_SetA664.jpg,exact,0,remove (keep anchor)
Healthy\Image_663.jpg,Healthy\Image_SetB663.jpg,exact,0,remove (keep anchor)
Healthy\Image_663.jpg,Healthy\Image_SetB664.jpg,exact,0,remove (keep anchor)
Healthy\Image_665.jpg,Healthy\Image_666.jpg,exact,0,remove (keep anchor)
Healthy\Image_665.jpg,Healthy\Image_resize_671  (902).jpg,exact,0,remove (keep anchor)
Healthy\Image_665.jpg,Healthy\Image_resize_671  (903).jpg,exact,0,remove (keep anchor)
Healthy\Image_665.jpg,Healthy\Image_SetA665.jpg,exact,0,remove (keep anchor)
Healthy\Image_665.jpg,Healthy\Image_SetA666.jpg,exact,0,remove (keep anchor)
Healthy\Image_665.jpg,Healthy\Image_SetB665.jpg,exact,0,remove (keep anchor)
Healthy\Image_665.jpg,Healthy\Image_SetB666.jpg,exact,0,remove (keep anchor)
Healthy\Image_667.jpg,Healthy\Image_668.jpg,exact,0,remove (keep anchor)
Healthy\Image_667.jpg,Healthy\Image_resize_671  (904).jpg,exact,0,remove (keep anchor)
Healthy\Image_667.jpg,Healthy\Image_resize_671  (905).jpg,exact,0,remove (keep anchor)
Healthy\Image_667.jpg,Healthy\Image_SetA667.jpg,exact,0,remove (keep anchor)
Healthy\Image_667.jpg,Healthy\Image_SetA668.jpg,exact,0,remove (keep anchor)
Healthy\Image_667.jpg,Healthy\Image_SetB667.jpg,exact,0,remove (keep anchor)
Healthy\Image_667.jpg,Healthy\Image_SetB668.jpg,exact,0,remove (keep anchor)
Healthy\Image_669.jpg,Healthy\Image_670.jpg,exact,0,remove (keep anchor)
Healthy\Image_669.jpg,Healthy\Image_resize_671  (882).jpg,exact,0,remove (keep anchor)
Healthy\Image_669.jpg,Healthy\Image_resize_671  (883).jpg,exact,0,remove (keep anchor)
Healthy\Image_669.jpg,Healthy\Image_SetA669.jpg,exact,0,remove (keep anchor)
Healthy\Image_669.jpg,Healthy\Image_SetA670.jpg,exact,0,remove (keep anchor)
Healthy\Image_669.jpg,Healthy\Image_SetB669.jpg,exact,0,remove (keep anchor)
Healthy\Image_669.jpg,Healthy\Image_SetB670.jpg,exact,0,remove (keep anchor)
Healthy\Image_671.jpg,Healthy\Image_672.jpg,exact,0,remove (keep anchor)
Healthy\Image_671.jpg,Healthy\Image_resize_671  (884).jpg,exact,0,remove (keep anchor)
Healthy\Image_671.jpg,Healthy\Image_resize_671  (885).jpg,exact,0,remove (keep anchor)
Healthy\Image_671.jpg,Healthy\Image_SetA671.jpg,exact,0,remove (keep anchor)
Healthy\Image_671.jpg,Healthy\Image_SetA672.jpg,exact,0,remove (keep anchor)
Healthy\Image_671.jpg,Healthy\Image_SetB671.jpg,exact,0,remove (keep anchor)
Healthy\Image_671.jpg,Healthy\Image_SetB672.jpg,exact,0,remove (keep anchor)
Healthy\Image_673.jpg,Healthy\Image_674.jpg,exact,0,remove (keep anchor)
Healthy\Image_673.jpg,Healthy\Image_resize_671  (886).jpg,exact,0,remove (keep anchor)
Healthy\Image_673.jpg,Healthy\Image_resize_671  (887).jpg,exact,0,remove (keep anchor)
Healthy\Image_673.jpg,Healthy\Image_SetA673.jpg,exact,0,remove (keep anchor)
Healthy\Image_673.jpg,Healthy\Image_SetA674.jpg,exact,0,remove (keep anchor)
Healthy\Image_673.jpg,Healthy\Image_SetB673.jpg,exact,0,remove (keep anchor)
Healthy\Image_673.jpg,Healthy\Image_SetB674.jpg,exact,0,remove (keep anchor)
Healthy\Image_675.jpg,Healthy\Image_676.jpg,exact,0,remove (keep anchor)
Healthy\Image_675.jpg,Healthy\Image_resize_671  (888).jpg,exact,0,remove (keep anchor)
Healthy\Image_675.jpg,Healthy\Image_resize_671  (889).jpg,exact,0,remove (keep anchor)
Healthy\Image_675.jpg,Healthy\Image_SetA675.jpg,exact,0,remove (keep anchor)
Healthy\Image_675.jpg,Healthy\Image_SetA676.jpg,exact,0,remove (keep anchor)
Healthy\Image_675.jpg,Healthy\Image_SetB675.jpg,exact,0,remove (keep anchor)
Healthy\Image_675.jpg,Healthy\Image_SetB676.jpg,exact,0,remove (keep anchor)
Healthy\Image_677.jpg,Healthy\Image_678.jpg,exact,0,remove (keep anchor)
Healthy\Image_677.jpg,Healthy\Image_resize_671  (890).jpg,exact,0,remove (keep anchor)
Healthy\Image_677.jpg,Healthy\Image_resize_671  (891).jpg,exact,0,remove (keep anchor)
Healthy\Image_677.jpg,Healthy\Image_SetA677.jpg,exact,0,remove (keep anchor)
Healthy\Image_677.jpg,Healthy\Image_SetA678.jpg,exact,0,remove (keep anchor)
Healthy\Image_677.jpg,Healthy\Image_SetB677.jpg,exact,0,remove (keep anchor)
Healthy\Image_677.jpg,Healthy\Image_SetB678.jpg,exact,0,remove (keep anchor)
Healthy\Image_679.jpg,Healthy\Image_680.jpg,exact,0,remove (keep anchor)
Healthy\Image_679.jpg,Healthy\Image_resize_671  (870).jpg,exact,0,remove (keep anchor)
Healthy\Image_679.jpg,Healthy\Image_resize_671  (892).jpg,exact,0,remove (keep anchor)
Healthy\Image_679.jpg,Healthy\Image_SetA679.jpg,exact,0,remove (keep anchor)
Healthy\Image_679.jpg,Healthy\Image_SetA680.jpg,exact,0,remove (keep anchor)
Healthy\Image_679.jpg,Healthy\Image_SetB679.jpg,exact,0,remove (keep anchor)
Healthy\Image_679.jpg,Healthy\Image_SetB680.jpg,exact,0,remove (keep anchor)
Healthy\Image_681.jpg,Healthy\Image_682.jpg,exact,0,remove (keep anchor)
Healthy\Image_681.jpg,Healthy\Image_resize_671  (871).jpg,exact,0,remove (keep anchor)
Healthy\Image_681.jpg,Healthy\Image_resize_671  (872).jpg,exact,0,remove (keep anchor)
Healthy\Image_681.jpg,Healthy\Image_SetA681.jpg,exact,0,remove (keep anchor)
Healthy\Image_681.jpg,Healthy\Image_SetA682.jpg,exact,0,remove (keep anchor)
Healthy\Image_681.jpg,Healthy\Image_SetB681.jpg,exact,0,remove (keep anchor)
Healthy\Image_681.jpg,Healthy\Image_SetB682.jpg,exact,0,remove (keep anchor)
Healthy\Image_683.jpg,Healthy\Image_684.jpg,exact,0,remove (keep anchor)
Healthy\Image_683.jpg,Healthy\Image_resize_671  (873).jpg,exact,0,remove (keep anchor)
Healthy\Image_683.jpg,Healthy\Image_resize_671  (874).jpg,exact,0,remove (keep anchor)
Healthy\Image_683.jpg,Healthy\Image_SetA683.jpg,exact,0,remove (keep anchor)
Healthy\Image_683.jpg,Healthy\Image_SetA684.jpg,exact,0,remove (keep anchor)
Healthy\Image_683.jpg,Healthy\Image_SetB683.jpg,exact,0,remove (keep anchor)
Healthy\Image_683.jpg,Healthy\Image_SetB684.jpg,exact,0,remove (keep anchor)
Healthy\Image_685.jpg,Healthy\Image_686.jpg,exact,0,remove (keep anchor)
Healthy\Image_685.jpg,Healthy\Image_resize_671  (875).jpg,exact,0,remove (keep anchor)
Healthy\Image_685.jpg,Healthy\Image_resize_671  (876).jpg,exact,0,remove (keep anchor)
Healthy\Image_685.jpg,Healthy\Image_SetA685.jpg,exact,0,remove (keep anchor)
Healthy\Image_685.jpg,Healthy\Image_SetA686.jpg,exact,0,remove (keep anchor)
Healthy\Image_685.jpg,Healthy\Image_SetB685.jpg,exact,0,remove (keep anchor)
Healthy\Image_685.jpg,Healthy\Image_SetB686.jpg,exact,0,remove (keep anchor)
Healthy\Image_687.jpg,Healthy\Image_688.jpg,exact,0,remove (keep anchor)
Healthy\Image_687.jpg,Healthy\Image_resize_671  (877).jpg,exact,0,remove (keep anchor)
Healthy\Image_687.jpg,Healthy\Image_resize_671  (878).jpg,exact,0,remove (keep anchor)
Healthy\Image_687.jpg,Healthy\Image_SetA687.jpg,exact,0,remove (keep anchor)
Healthy\Image_687.jpg,Healthy\Image_SetA688.jpg,exact,0,remove (keep anchor)
Healthy\Image_687.jpg,Healthy\Image_SetB687.jpg,exact,0,remove (keep anchor)
Healthy\Image_687.jpg,Healthy\Image_SetB688.jpg,exact,0,remove (keep anchor)
Healthy\Image_689.jpg,Healthy\Image_690.jpg,exact,0,remove (keep anchor)
Healthy\Image_689.jpg,Healthy\Image_resize_671  (879).jpg,exact,0,remove (keep anchor)
Healthy\Image_689.jpg,Healthy\Image_resize_671  (880).jpg,exact,0,remove (keep anchor)
Healthy\Image_689.jpg,Healthy\Image_SetA689.jpg,exact,0,remove (keep anchor)
Healthy\Image_689.jpg,Healthy\Image_SetA690.jpg,exact,0,remove (keep anchor)
Healthy\Image_689.jpg,Healthy\Image_SetB689.jpg,exact,0,remove (keep anchor)
Healthy\Image_689.jpg,Healthy\Image_SetB690.jpg,exact,0,remove (keep anchor)
Healthy\Image_691.jpg,Healthy\Image_692.jpg,exact,0,remove (keep anchor)
Healthy\Image_691.jpg,Healthy\Image_resize_671  (859).jpg,exact,0,remove (keep anchor)
Healthy\Image_691.jpg,Healthy\Image_resize_671  (881).jpg,exact,0,remove (keep anchor)
Healthy\Image_691.jpg,Healthy\Image_SetA691.jpg,exact,0,remove (keep anchor)
Healthy\Image_691.jpg,Healthy\Image_SetA692.jpg,exact,0,remove (keep anchor)
Healthy\Image_691.jpg,Healthy\Image_SetB691.jpg,exact,0,remove (keep anchor)
Healthy\Image_691.jpg,Healthy\Image_SetB692.jpg,exact,0,remove (keep anchor)
Healthy\Image_693.jpg,Healthy\Image_694.jpg,exact,0,remove (keep anchor)
Healthy\Image_693.jpg,Healthy\Image_resize_671  (860).jpg,exact,0,remove (keep anchor)
Healthy\Image_693.jpg,Healthy\Image_resize_671  (861).jpg,exact,0,remove (keep anchor)
Healthy\Image_693.jpg,Healthy\Image_SetA693.jpg,exact,0,remove (keep anchor)
Healthy\Image_693.jpg,Healthy\Image_SetA694.jpg,exact,0,remove (keep anchor)
Healthy\Image_693.jpg,Healthy\Image_SetB693.jpg,exact,0,remove (keep anchor)
Healthy\Image_693.jpg,Healthy\Image_SetB694.jpg,exact,0,remove (keep anchor)
Healthy\Image_695.jpg,Healthy\Image_696.jpg,exact,0,remove (keep anchor)
Healthy\Image_695.jpg,Healthy\Image_resize_671  (862).jpg,exact,0,remove (keep anchor)
Healthy\Image_695.jpg,Healthy\Image_resize_671  (863).jpg,exact,0,remove (keep anchor)
Healthy\Image_695.jpg,Healthy\Image_SetA695.jpg,exact,0,remove (keep anchor)
Healthy\Image_695.jpg,Healthy\Image_SetA696.jpg,exact,0,remove (keep anchor)
Healthy\Image_695.jpg,Healthy\Image_SetB695.jpg,exact,0,remove (keep anchor)
Healthy\Image_695.jpg,Healthy\Image_SetB696.jpg,exact,0,remove (keep anchor)
Healthy\Image_697.jpg,Healthy\Image_698.jpg,exact,0,remove (keep anchor)
Healthy\Image_697.jpg,Healthy\Image_resize_671  (864).jpg,exact,0,remove (keep anchor)
Healthy\Image_697.jpg,Healthy\Image_resize_671  (865).jpg,exact,0,remove (keep anchor)
Healthy\Image_697.jpg,Healthy\Image_SetA697.jpg,exact,0,remove (keep anchor)
